date,RPI,W875RX1,DPCERA3M086SBEA,manufacturing_trade_sales,RETAILx,industrial_production,IPFPNSS,industrial_production_final,industrial_production_consumer_goods,industrial_production_durable_consumer_goods,industrial_production_nondurable_consumer_goods,industrial_production_business_equipment,industrial_production_materials,industrial_production_durable_materials,industrial_production_nondurable_materials,industrial_production_manufacturing_sic,industrial_production_residential_utilities,industrial_production_fuels,capacity_utilization_manufacturing,help_wanted_index,help_wanted_ratio,CLF16OV,CE16OV,unemployment_rate,unemployment_mean_duration,unemployment_lt5_weeks,unemployment_5-14_weeks,unemployment_mt15_weeks,unemployment_15-26_weeks,unemployment_mt27_weeks,unemployment_initial_claims,employment,employment_goods,CES1021000001,USCONS,employment_manufacturing,employment_durablegoods,employment_nondurablegoods,employment_services,employment_trade_transport_utilities,employment_wholesale_trade,employment_retail_trade,employment_finance,employment_government,average_weekly_hours_production_goods,average_weekly_overtime_hours_manufacturing,average_weekly_hours_production_manufacturing,housing_starts_total,housing_starts_northeast,housing_starts_midwest,housing_starts_south,housing_starts_west,new_private_permits_total,new_private_permits_northeast,new_private_permits_midwest,new_private_permits_south,new_private_permits_west,new_orders_consumer_goods,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTHx,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx
738246,21448.063,14599.9,127.483,1585920.0,674719.0,104.2709,110.0297,108.5436,111.3505,116.0243,113.8537,105.7271,106.533,105.0289,116.0782,108.4675,117.9648,102.5613,91.6379,11855.0,1.991767473,164633.0,158866.0,14.7,40.7,14251.0,14806.0,9130.0,6580.0,6800.0,4663250.0,152504.0,25163.0,1177.4,7726.0,19553.0,12320.0,7233.0,131409.0,28647.0,5969.7,15917.8,8936.0,22996.0,41.7,5.2,42.3,2494.0,395.0,590.0,1187.0,645.0,2419.0,426.0,507.0,1104.0,759.0,228053.0,303162.0,142203.0,1261354.0,2348268.0,1.756291391,20699.1,21739.7,7679.0,6413100.0,4193.2,4149900.0,3033.6069,4924.6193,3452.4417,0.165915303,4674.77,6561.93,6.237047532,86.84311717,19.1,18.07,16.3,15.52,16.72,15.93,15.32,15.49,17.18,2.22,1.07,1.28,1.75,3.16,3.85,5.73,8.82,170.3020341,4.349,362.9764,2.8165,1.5997,248.565,269.379,269.254,326.852,133.93,322.1,288.663,135.1,266.004,541.057,219.353,129.7,356.803,287.132,268.397,276.522,121.563,140.457,112.557,129.204,27.6,31.75,24.82,112.0,373388.7,896985.06,5811.8839,62.9648
